x-axis,1
second,Volt
-2.125000000000e+000, 3.19774e+000
-2.122440000000e+000, 3.19774e+000
-2.119880000000e+000, 3.27814e+000
-2.117320000000e+000, 3.19774e+000
-2.114760000000e+000, 3.35854e+000
-2.112200000000e+000,-1.79146e-001
-2.109640000000e+000, 3.27814e+000
-2.107080000000e+000,-1.83415e-002
-2.104520000000e+000, 3.19774e+000
-2.101960000000e+000,-1.83415e-002
-2.099400000000e+000, 3.19774e+000
-2.096840000000e+000, 3.27814e+000
-2.094280000000e+000, 3.11734e+000
-2.091720000000e+000, 3.19774e+000
-2.089160000000e+000, 6.20604e-002
-2.086600000000e+000, 6.20604e-002
-2.084040000000e+000, 3.11734e+000
-2.081480000000e+000,-9.87437e-002
-2.078920000000e+000, 3.27814e+000
-2.076360000000e+000, 3.19774e+000
-2.073800000000e+000, 3.27814e+000
-2.071240000000e+000,-1.83415e-002
-2.068680000000e+000, 3.19774e+000
-2.066120000000e+000, 3.27814e+000
-2.063560000000e+000, 3.19774e+000
-2.061000000000e+000,-9.87437e-002
-2.058440000000e+000,-9.87437e-002
-2.055880000000e+000, 3.27814e+000
-2.053320000000e+000, 3.27814e+000
-2.050760000000e+000, 3.11734e+000
-2.048200000000e+000, 3.27814e+000
-2.045640000000e+000,-9.87437e-002
-2.043080000000e+000, 3.27814e+000
-2.040520000000e+000, 3.19774e+000
-2.037960000000e+000,-9.87437e-002
-2.035400000000e+000, 3.19774e+000
-2.032840000000e+000,-9.87437e-002
-2.030280000000e+000, 3.19774e+000
-2.027720000000e+000, 3.19774e+000
-2.025160000000e+000,-9.87437e-002
-2.022600000000e+000,-1.79146e-001
-2.020040000000e+000,-1.83415e-002
-2.017480000000e+000, 3.27814e+000
-2.014920000000e+000, 1.42462e-001
-2.012360000000e+000, 3.27814e+000
-2.009800000000e+000, 3.19774e+000
-2.007240000000e+000, 3.27814e+000
-2.004680000000e+000, 3.27814e+000
-2.002120000000e+000, 3.27814e+000
-1.999560000000e+000, 3.27814e+000
-1.997000000000e+000, 3.19774e+000
-1.994440000000e+000,-9.87437e-002
-1.991880000000e+000, 3.35854e+000
-1.989320000000e+000,-9.87437e-002
-1.986760000000e+000,-9.87437e-002
-1.984200000000e+000, 3.35854e+000
-1.981640000000e+000, 3.27814e+000
-1.979080000000e+000, 3.27814e+000
-1.976520000000e+000, 3.27814e+000
-1.973960000000e+000,-1.83415e-002
-1.971400000000e+000, 3.19774e+000
-1.968840000000e+000,-9.87437e-002
-1.966280000000e+000, 3.11734e+000
-1.963720000000e+000, 3.27814e+000
-1.961160000000e+000,-9.87437e-002
-1.958600000000e+000, 3.19774e+000
-1.956040000000e+000,-9.87437e-002
-1.953480000000e+000,-9.87437e-002
-1.950920000000e+000,-9.87437e-002
-1.948360000000e+000, 3.11734e+000
-1.945800000000e+000,-1.83415e-002
-1.943240000000e+000,-1.83415e-002
-1.940680000000e+000, 3.27814e+000
-1.938120000000e+000,-1.79146e-001
-1.935560000000e+000, 3.19774e+000
-1.933000000000e+000,-9.87437e-002
-1.930440000000e+000, 3.27814e+000
-1.927880000000e+000,-1.83415e-002
-1.925320000000e+000,-1.83415e-002
-1.922760000000e+000, 3.11734e+000
-1.920200000000e+000, 3.11734e+000
-1.917640000000e+000, 3.11734e+000
-1.915080000000e+000, 3.35854e+000
-1.912520000000e+000, 3.27814e+000
-1.909960000000e+000, 3.27814e+000
-1.907400000000e+000, 3.11734e+000
-1.904840000000e+000,-1.79146e-001
-1.902280000000e+000, 3.19774e+000
-1.899720000000e+000,-1.83415e-002
-1.897160000000e+000, 3.19774e+000
-1.894600000000e+000,-1.83415e-002
-1.892040000000e+000,-9.87437e-002
-1.889480000000e+000,-9.87437e-002
-1.886920000000e+000, 3.19774e+000
-1.884360000000e+000,-1.83415e-002
-1.881800000000e+000, 3.27814e+000
-1.879240000000e+000,-9.87437e-002
-1.876680000000e+000, 3.27814e+000
-1.874120000000e+000, 3.27814e+000
-1.871560000000e+000,-9.87437e-002
-1.869000000000e+000,-9.87437e-002
-1.866440000000e+000, 3.19774e+000
-1.863880000000e+000, 3.19774e+000
-1.861320000000e+000, 3.19774e+000
-1.858760000000e+000,-9.87437e-002
-1.856200000000e+000,-1.83415e-002
-1.853640000000e+000,-1.83415e-002
-1.851080000000e+000, 3.35854e+000
-1.848520000000e+000, 3.19774e+000
-1.845960000000e+000,-1.83415e-002
-1.843400000000e+000,-9.87437e-002
-1.840840000000e+000,-1.83415e-002
-1.838280000000e+000,-9.87437e-002
-1.835720000000e+000, 3.19774e+000
-1.833160000000e+000, 3.27814e+000
-1.830600000000e+000, 3.27814e+000
-1.828040000000e+000,-1.79146e-001
-1.825480000000e+000,-1.83415e-002
-1.822920000000e+000,-9.87437e-002
-1.820360000000e+000,-9.87437e-002
-1.817800000000e+000,-9.87437e-002
-1.815240000000e+000, 3.19774e+000
-1.812680000000e+000, 3.27814e+000
-1.810120000000e+000,-9.87437e-002
-1.807560000000e+000,-9.87437e-002
-1.805000000000e+000,-9.87437e-002
-1.802440000000e+000, 3.27814e+000
-1.799880000000e+000,-9.87437e-002
-1.797320000000e+000,-9.87437e-002
-1.794760000000e+000,-9.87437e-002
-1.792200000000e+000,-9.87437e-002
-1.789640000000e+000, 3.27814e+000
-1.787080000000e+000, 3.11734e+000
-1.784520000000e+000, 3.27814e+000
-1.781960000000e+000, 3.35854e+000
-1.779400000000e+000, 3.19774e+000
-1.776840000000e+000,-1.83415e-002
-1.774280000000e+000, 3.19774e+000
-1.771720000000e+000,-9.87437e-002
-1.769160000000e+000,-1.83415e-002
-1.766600000000e+000, 3.35854e+000
-1.764040000000e+000,-9.87437e-002
-1.761480000000e+000, 3.27814e+000
-1.758920000000e+000, 3.19774e+000
-1.756360000000e+000,-1.83415e-002
-1.753800000000e+000,-1.83415e-002
-1.751240000000e+000, 3.35854e+000
-1.748680000000e+000, 3.11734e+000
-1.746120000000e+000, 3.35854e+000
-1.743560000000e+000, 3.19774e+000
-1.741000000000e+000, 3.27814e+000
-1.738440000000e+000,-9.87437e-002
-1.735880000000e+000,-9.87437e-002
-1.733320000000e+000, 3.27814e+000
-1.730760000000e+000, 3.27814e+000
-1.728200000000e+000,-1.83415e-002
-1.725640000000e+000, 3.27814e+000
-1.723080000000e+000,-1.83415e-002
-1.720520000000e+000, 3.27814e+000
-1.717960000000e+000, 3.19774e+000
-1.715400000000e+000,-9.87437e-002
-1.712840000000e+000, 3.11734e+000
